Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date
E2	Caproic Acid		0.454		5111	PM2A	5/4/17
E3	Citraconic Acid		0.765		5111	PM2A	5/4/17
E4	Citramalic Acid		0.612		5111	PM2A	5/4/17
E5	D-Glucosamine		0.317		5111	PM2A	5/4/17
E6	2-Hydroxy Benzoic Acid		0.566		5111	PM2A	5/4/17
E7	4-Hydroxy Benzoic Acid		0.503		5111	PM2A	5/4/17
E8	b-Hydroxy Butyric Acid		0.572		5111	PM2A	5/4/17
E9	g-Hydroxy Butyric Acid		0.573		5111	PM2A	5/4/17
E10	a-Keto Valeric Acid		0.434		5111	PM2A	5/4/17
E11	Itaconic Acid		0.639		5111	PM2A	5/4/17
E12	5-Keto-D-Gluconic Acid		0.599		5111	PM2A	5/4/17
F1	D-Lactic Acid Methyl Ester		0.319		5111	PM2A	5/4/17
F2	Malonic Acid		0.581		5111	PM2A	5/4/17
F3	Melibionic Acid		0.327		5111	PM2A	5/4/17
F4	Oxalic Acid		0.593		5111	PM2A	5/4/17
F5	Oxalomalic Acid		0.733		5111	PM2A	5/4/17
F6	Quinic Acid		0.46		5111	PM2A	5/4/17
F7	"D-Ribono-1,4-Lactone"		0.44		5111	PM2A	5/4/17
F8	Sebacic Acid		0.505		5111	PM2A	5/4/17
F9	Sorbic Acid		0.236		5111	PM2A	5/4/17
F10	Succinamic Acid		0.51		5111	PM2A	5/4/17
F11	D-Tartaric Acid		0.773		5111	PM2A	5/4/17
F12	L-Tartaric Acid		0.644		5111	PM2A	5/4/17
G1	Acetamide		0.457		5111	PM2A	5/4/17
G2	L-Alaninamide		0.411		5111	PM2A	5/4/17
G3	N-Acetyl-L-Glutamic Acid		0.519		5111	PM2A	5/4/17
G4	L-Arginine		0.81		5111	PM2A	5/4/17
G5	Glycine		0.646		5111	PM2A	5/4/17
G6	L-Histidine		0.599		5111	PM2A	5/4/17
G7	L-Homoserine		0.363		5111	PM2A	5/4/17
G8	Hydroxy-L-Proline		0.669		5111	PM2A	5/4/17
G9	L-Isoleucine		0.789		5111	PM2A	5/4/17
G10	L-Leucine		0.655		5111	PM2A	5/4/17
G11	L-Lysine		0.684		5111	PM2A	5/4/17
G12	L-Methionine		0.695		5111	PM2A	5/4/17
H1	L-Ornithine		0.737		5111	PM2A	5/4/17
H2	Phenylalanine		0.488		5111	PM2A	5/4/17
H3	L-Pyroglutamic Acid		0.609		5111	PM2A	5/4/17
H4	L-Valine		0.709		5111	PM2A	5/4/17
H5	"D,L-Carnitine"		0.575		5111	PM2A	5/4/17
H6	Sec-Butylamine		0.582		5111	PM2A	5/4/17
H7	"D,L-Octopamine"		0.507		5111	PM2A	5/4/17
H8	Putrescine		0.48		5111	PM2A	5/4/17
H9	Dihydroxy Acetone		0.481		5111	PM2A	5/4/17
H10	"2,3-Butanediol"		0.555		5111	PM2A	5/4/17
H11	"2,3-Butanone"		0.36		5111	PM2A	5/4/17
H12	3-Hydroxy 2-Butanone		0.501		5111	PM2A	5/4/17
