Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.2858		3508	PM2A	6/21/17
C1	Gentiobiose		0.1853		3508	PM2A	6/21/17
C2	L-Glucose		0.2098		3508	PM2A	6/21/17
C3	Lactitol		0.1968		3508	PM2A	6/21/17
C4	D-Melezitose		0.2053		3508	PM2A	6/21/17
C5	Maltitol		0.2209		3508	PM2A	6/21/17
C6	a-Methyl-D-Glucoside		0.2182		3508	PM2A	6/21/17
C7	b-Methyl-D-Gactoside		0.2588		3508	PM2A	6/21/17
C8	3-Methyl-Glucose		0.2055		3508	PM2A	6/21/17
C9	b-Methyl-D-Glucuronic Acid		0.2381		3508	PM2A	6/21/17
C10	a-Methyl-D-Mannoside		0.2177		3508	PM2A	6/21/17
C11	b-Methyl-D-Xyloside		0.2356		3508	PM2A	6/21/17
C12	Palatinose		0.3229		3508	PM2A	6/21/17
D1	D-Raffinose		0.1808		3508	PM2A	6/21/17
D2	Salicin		0.2232		3508	PM2A	6/21/17
D3	Sedoheptulosa		0.1954		3508	PM2A	6/21/17
D4	L-Sorbose		0.2235		3508	PM2A	6/21/17
D5	Stachyose		0.2219		3508	PM2A	6/21/17
D6	D-Tagatose		0.2661		3508	PM2A	6/21/17
D7	Turanose		0.2767		3508	PM2A	6/21/17
D8	Xylitol		0.2468		3508	PM2A	6/21/17
D9	N-Acetyl-D-Glucosaminatol		0.2218		3508	PM2A	6/21/17
D10	g-Amino Butyric Acid		0.3021		3508	PM2A	6/21/17
D11	d-Amino Valeric Acid		0.2336		3508	PM2A	6/21/17
D12	Butyric Acid		0.4675		3508	PM2A	6/21/17
E1	Capric Acid		0.4083		3508	PM2A	6/21/17
E2	Caproic Acid		0.3273		3508	PM2A	6/21/17
E3	Citraconic Acid		0.2164		3508	PM2A	6/21/17
E4	Citramalic Acid		0.3144		3508	PM2A	6/21/17
E5	D-Glucosamine		0.2269		3508	PM2A	6/21/17
E6	2-Hydroxy Benzoic Acid		0.8584		3508	PM2A	6/21/17
E7	4-Hydroxy Benzoic Acid		0.2759		3508	PM2A	6/21/17
E8	b-Hydroxy Butyric Acid		0.3483		3508	PM2A	6/21/17
E9	g-Hydroxy Butyric Acid		0.2772		3508	PM2A	6/21/17
E10	a-Keto Valeric Acid		0.4107		3508	PM2A	6/21/17
E11	Itaconic Acid		0.333		3508	PM2A	6/21/17
E12	5-Keto-D-Gluconic Acid		0.2548		3508	PM2A	6/21/17
F1	D-Lactic Acid Methyl Ester		0.2592		3508	PM2A	6/21/17
F2	Malonic Acid		0.3646		3508	PM2A	6/21/17
F3	Melibionic Acid		0.1639		3508	PM2A	6/21/17
F4	Oxalic Acid		0.1948		3508	PM2A	6/21/17
F5	Oxalomalic Acid		0.2636		3508	PM2A	6/21/17
F6	Quinic Acid		0.3015		3508	PM2A	6/21/17
F7	"D-Ribono-1,4-Lactone"		0.2595		3508	PM2A	6/21/17
F8	Sebacic Acid		0.2897		3508	PM2A	6/21/17
F9	Sorbic Acid		0.3278		3508	PM2A	6/21/17
F10	Succinamic Acid		0.2409		3508	PM2A	6/21/17
F11	D-Tartaric Acid		0.333		3508	PM2A	6/21/17
F12	L-Tartaric Acid		0.3066		3508	PM2A	6/21/17
G1	Acetamide		0.1947		3508	PM2A	6/21/17
G2	L-Alaninamide		0.2191		3508	PM2A	6/21/17
G3	N-Acetyl-L-Glutamic Acid		0.247		3508	PM2A	6/21/17
G4	L-Arginine		0.3915		3508	PM2A	6/21/17
G5	Glycine		0.2455		3508	PM2A	6/21/17
G6	L-Histidine		0.3008		3508	PM2A	6/21/17
G7	L-Homoserine		0.1228		3508	PM2A	6/21/17
G8	Hydroxy-L-Proline		0.4202		3508	PM2A	6/21/17
G9	L-Isoleucine		0.3513		3508	PM2A	6/21/17
G10	L-Leucine		0.2711		3508	PM2A	6/21/17
G11	L-Lysine		0.2014		3508	PM2A	6/21/17
G12	L-Methionine		0.2671		3508	PM2A	6/21/17
H1	L-Ornithine		0.3181		3508	PM2A	6/21/17
H2	Phenylalanine		0.2638		3508	PM2A	6/21/17
H3	L-Pyroglutamic Acid		0.2941		3508	PM2A	6/21/17
H4	L-Valine		0.2958		3508	PM2A	6/21/17
H5	"D,L-Carnitine"		0.2518		3508	PM2A	6/21/17
H6	Sec-Butylamine		0.3114		3508	PM2A	6/21/17
H7	"D,L-Octopamine"		0.2668		3508	PM2A	6/21/17
H8	Putrescine		0.348		3508	PM2A	6/21/17
H9	Dihydroxy Acetone		0.2322		3508	PM2A	6/21/17
H10	"2,3-Butanediol"		0.2165		3508	PM2A	6/21/17
H11	"2,3-Butanone"		0.2221		3508	PM2A	6/21/17
H12	3-Hydroxy 2-Butanone		0.2634		3508	PM2A	6/21/17
A1	Negative Control		0.479		4552	PM1	6/21/17
A2	L-Arabinose		0.5603		4552	PM1	6/21/17
A3	N-Acetyl-D-Glucosamine		0.4929		4552	PM1	6/21/17
A4	D-Saccharic Acid		0.6915		4552	PM1	6/21/17
A5	Succinic Acid		0.5446		4552	PM1	6/21/17
A6	D-Galactose		0.5072		4552	PM1	6/21/17
A7	L-Aspartic Acid		0.5725		4552	PM1	6/21/17
A8	L-Proline		0.5229		4552	PM1	6/21/17
A9	D-Alanine		0.404		4552	PM1	6/21/17
A10	D-Trehalose		0.3975		4552	PM1	6/21/17
A11	D-Mannose		0.4781		4552	PM1	6/21/17
A12	Dulcitol		0.3988		4552	PM1	6/21/17
B1	D-Serine		0.1644		4552	PM1	6/21/17
B2	D-Sorbitol		0.4679		4552	PM1	6/21/17
B3	Glycerol		0.4536		4552	PM1	6/21/17
B4	L-Fucose		0.4721		4552	PM1	6/21/17
B5	D-Glucuronic Acid		0.4608		4552	PM1	6/21/17
B6	D-Gluconic Acid		0.5989		4552	PM1	6/21/17
B7	"D,L-a-Glycerol-Phosphate"		0.483		4552	PM1	6/21/17
B8	D-Xylose		0.5112		4552	PM1	6/21/17
B9	L-Lactic Acid		0.5235		4552	PM1	6/21/17
B10	Formic Acid		0.4715		4552	PM1	6/21/17
B11	D-Mannitol		0.5508		4552	PM1	6/21/17
B12	L-Glutamic Acid		0.5479		4552	PM1	6/21/17
C1	D-Glucose-6-Phosphate		0.4715		4552	PM1	6/21/17
C2	D-Galactonic Acid-g-Lactone		0.5826		4552	PM1	6/21/17
C3	"D,L-Malic Acid"		0.5786		4552	PM1	6/21/17
C4	D-Ribose		0.6126		4552	PM1	6/21/17
C5	Tween 20		0.0184		4552	PM1	6/21/17
C6	L-Rhamnose		0.4522		4552	PM1	6/21/17
C7	D-Fructose		0.4337		4552	PM1	6/21/17
C8	Acetic Acid		0.528		4552	PM1	6/21/17
C9	a-D-Glucose		0.5252		4552	PM1	6/21/17
C10	Maltose		0.4045		4552	PM1	6/21/17
C11	D-Melibiose		0.3802		4552	PM1	6/21/17
C12	Thymidine		0.3678		4552	PM1	6/21/17
D1	L-Asparagine		0.5683		4552	PM1	6/21/17
D2	D-Aspartic Acid		0.5545		4552	PM1	6/21/17
D3	D-Glucosaminic Acid		0.5253		4552	PM1	6/21/17
D4	"1,2-Propanediol"		0.4388		4552	PM1	6/21/17
D5	Tween 40		0.0224		4552	PM1	6/21/17
D6	a-Keto-Glutaric Acid		0.4933		4552	PM1	6/21/17
D7	a-Keto-Butyric Acid		0.6105		4552	PM1	6/21/17
D8	a-Methyl-D-Galactoside		0.4066		4552	PM1	6/21/17
D9	a-D-Lactose		0.4003		4552	PM1	6/21/17
D10	Lactulose		0.3796		4552	PM1	6/21/17
D11	Sucrose		0.3736		4552	PM1	6/21/17
D12	Uridine		0.3399		4552	PM1	6/21/17
E1	L-Glutamine		0.5487		4552	PM1	6/21/17
E2	M-Tartaric Acid		0.7266		4552	PM1	6/21/17
E3	D-Glucose-1-Phosphate		0.4401		4552	PM1	6/21/17
E4	D-Fructose-6-Phosphate		0.4719		4552	PM1	6/21/17
E5	Tween 80		0.0195		4552	PM1	6/21/17
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.4489		4552	PM1	6/21/17
E7	a-Hydroxy Butyric Acid		0.6889		4552	PM1	6/21/17
E8	b-Methyl-D-Glucoside		0.4283		4552	PM1	6/21/17
E9	Adonitol		0.3883		4552	PM1	6/21/17
E10	Maltotriose		0.3532		4552	PM1	6/21/17
E11	2-Deoxy Adenosine		0.3039		4552	PM1	6/21/17
E12	Adenosine		0.2961		4552	PM1	6/21/17
F1	Glycil-L-Aspartic Acid		0.4216		4552	PM1	6/21/17
F2	Citric Acid		0.7031		4552	PM1	6/21/17
F3	M-Inositol		0.4503		4552	PM1	6/21/17
F4	D-Threonine		0.5674		4552	PM1	6/21/17
F5	Fumaric Acid		0.5145		4552	PM1	6/21/17
F6	Bromo Succinic Acid		0.758		4552	PM1	6/21/17
F7	Propionic Acid		0.5855		4552	PM1	6/21/17
F8	Mucic Acid		0.4311		4552	PM1	6/21/17
F9	Glycolic Acid		0.4634		4552	PM1	6/21/17
F10	Glyoxylic Acid		0.4622		4552	PM1	6/21/17
F11	D-Cellobiose		0.3602		4552	PM1	6/21/17
F12	Inosine		0.3474		4552	PM1	6/21/17
G1	Glycil-L-Glutamic Acid		0.3984		4552	PM1	6/21/17
G2	Tricarballylic Acid		0.5749		4552	PM1	6/21/17
G3	L-Serine		0.6326		4552	PM1	6/21/17
G4	L-Threonine		0.5014		4552	PM1	6/21/17
G5	L-Alanine		0.4705		4552	PM1	6/21/17
G6	L-Alanyl-Glycine		0.4264		4552	PM1	6/21/17
G7	Acetoacetic Acid		0.4233		4552	PM1	6/21/17
G8	N-Acetyl-b-D-Mannosamine		0.3836		4552	PM1	6/21/17
G9	Mono Methyl Succinate		0.5341		4552	PM1	6/21/17
G10	Methyl Pyruvate		0.4111		4552	PM1	6/21/17
G11	D-Malic Acid		0.5424		4552	PM1	6/21/17
G12	L-Malic Acid		0.5007		4552	PM1	6/21/17
H1	Glycil-L-Proline		0.3897		4552	PM1	6/21/17
H2	p-Hydroxy Phenyl Acetic Acid		0.4236		4552	PM1	6/21/17
H3	m-Hydroxy Phenyl Acetic Acid		0.4641		4552	PM1	6/21/17
H4	Tyramine		0.5023		4552	PM1	6/21/17
H5	D-Psicose		0.4248		4552	PM1	6/21/17
H6	L-Lyxose		0.5141		4552	PM1	6/21/17
H7	Glucuronamide		0.503		4552	PM1	6/21/17
H8	Pyruvic Acid		0.4726		4552	PM1	6/21/17
H9	L-Galactonic Acid-g-Lactone		0.442		4552	PM1	6/21/17
H10	D-Galacturonic Acid		0.4133		4552	PM1	6/21/17
H11	Phenylethyl-amine		0.403		4552	PM1	6/21/17
H12	2-Aminoethanol		0.3983		4552	PM1	6/21/17
A1	Negative Control		0.429		4552	PM2A	6/21/17
A2	Chondroitin Sulfate C		0.3933		4552	PM2A	6/21/17
A3	a-Cyclodextrin		0.6162		4552	PM2A	6/21/17
A4	b-Cyclodextrin		0.5228		4552	PM2A	6/21/17
A5	g-Cyclodextrin		0.399		4552	PM2A	6/21/17
A6	Dextrin		0.1026		4552	PM2A	6/21/17
A7	Gelatin		0.2153		4552	PM2A	6/21/17
A8	Glycogen		0.149		4552	PM2A	6/21/17
A9	Inulin		0.423		4552	PM2A	6/21/17
A10	Laminarin		0.2962		4552	PM2A	6/21/17
A11	Mannan		0.0979		4552	PM2A	6/21/17
A12	Pectin		0.2674		4552	PM2A	6/21/17
B1	N-Acetyl-D-Galactosamine		0.4701		4552	PM2A	6/21/17
B2	N-Acetyl-Neuraminic Acid		0.4548		4552	PM2A	6/21/17
B3	b-D-Allose		0.4977		4552	PM2A	6/21/17
B4	Amygdalin		0.3988		4552	PM2A	6/21/17
B5	D-Arabinose		0.4464		4552	PM2A	6/21/17
B6	D-Arabitol		0.4749		4552	PM2A	6/21/17
B7	L-Arabitol		0.3972		4552	PM2A	6/21/17
B8	Arbutin		0.4876		4552	PM2A	6/21/17
B9	2-Deoxy-D-Ribose		0.2837		4552	PM2A	6/21/17
B10	I-Erythritol		0.3418		4552	PM2A	6/21/17
B11	D-Fucose		0.3785		4552	PM2A	6/21/17
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.2826		4552	PM2A	6/21/17
C1	Gentiobiose		0.4317		4552	PM2A	6/21/17
C2	L-Glucose		0.456		4552	PM2A	6/21/17
C3	Lactitol		0.4702		4552	PM2A	6/21/17
C4	D-Melezitose		0.4518		4552	PM2A	6/21/17
C5	Maltitol		0.4146		4552	PM2A	6/21/17
C6	a-Methyl-D-Glucoside		0.4318		4552	PM2A	6/21/17
C7	b-Methyl-D-Gactoside		0.397		4552	PM2A	6/21/17
C8	3-Methyl-Glucose		0.4834		4552	PM2A	6/21/17
C9	b-Methyl-D-Glucuronic Acid		0.3148		4552	PM2A	6/21/17
C10	a-Methyl-D-Mannoside		0.3708		4552	PM2A	6/21/17
C11	b-Methyl-D-Xyloside		0.3635		4552	PM2A	6/21/17
C12	Palatinose		0.3582		4552	PM2A	6/21/17
D1	D-Raffinose		0.3741		4552	PM2A	6/21/17
D2	Salicin		0.4689		4552	PM2A	6/21/17
D3	Sedoheptulosa		0.471		4552	PM2A	6/21/17
D4	L-Sorbose		0.431		4552	PM2A	6/21/17
D5	Stachyose		0.3964		4552	PM2A	6/21/17
D6	D-Tagatose		0.484		4552	PM2A	6/21/17
D7	Turanose		0.3712		4552	PM2A	6/21/17
D8	Xylitol		0.3952		4552	PM2A	6/21/17
D9	N-Acetyl-D-Glucosaminatol		0.4156		4552	PM2A	6/21/17
D10	g-Amino Butyric Acid		0.3904		4552	PM2A	6/21/17
D11	d-Amino Valeric Acid		0.3235		4552	PM2A	6/21/17
D12	Butyric Acid		0.4734		4552	PM2A	6/21/17
E1	Capric Acid		0.2968		4552	PM2A	6/21/17
E2	Caproic Acid		0.4508		4552	PM2A	6/21/17
E3	Citraconic Acid		0.6493		4552	PM2A	6/21/17
E4	Citramalic Acid		0.5584		4552	PM2A	6/21/17
E5	D-Glucosamine		0.3774		4552	PM2A	6/21/17
E6	2-Hydroxy Benzoic Acid		0.5753		4552	PM2A	6/21/17
E7	4-Hydroxy Benzoic Acid		0.4608		4552	PM2A	6/21/17
E8	b-Hydroxy Butyric Acid		0.47		4552	PM2A	6/21/17
E9	g-Hydroxy Butyric Acid		0.3969		4552	PM2A	6/21/17
E10	a-Keto Valeric Acid		0.6613		4552	PM2A	6/21/17
E11	Itaconic Acid		0.4055		4552	PM2A	6/21/17
E12	5-Keto-D-Gluconic Acid		0.3075		4552	PM2A	6/21/17
F1	D-Lactic Acid Methyl Ester		0.3985		4552	PM2A	6/21/17
F2	Malonic Acid		0.5057		4552	PM2A	6/21/17
F3	Melibionic Acid		0.4131		4552	PM2A	6/21/17
F4	Oxalic Acid		0.4714		4552	PM2A	6/21/17
F5	Oxalomalic Acid		0.5499		4552	PM2A	6/21/17
F6	Quinic Acid		0.4469		4552	PM2A	6/21/17
F7	"D-Ribono-1,4-Lactone"		0.4118		4552	PM2A	6/21/17
F8	Sebacic Acid		0.4987		4552	PM2A	6/21/17
F9	Sorbic Acid		0.3036		4552	PM2A	6/21/17
F10	Succinamic Acid		0.3887		4552	PM2A	6/21/17
F11	D-Tartaric Acid		0.5244		4552	PM2A	6/21/17
F12	L-Tartaric Acid		0.3774		4552	PM2A	6/21/17
G1	Acetamide		0.4125		4552	PM2A	6/21/17
G2	L-Alaninamide		0.4979		4552	PM2A	6/21/17
G3	N-Acetyl-L-Glutamic Acid		0.4303		4552	PM2A	6/21/17
G4	L-Arginine		0.6331		4552	PM2A	6/21/17
G5	Glycine		0.2502		4552	PM2A	6/21/17
G6	L-Histidine		0.4285		4552	PM2A	6/21/17
G7	L-Homoserine		0.11		4552	PM2A	6/21/17
G8	Hydroxy-L-Proline		0.4571		4552	PM2A	6/21/17
G9	L-Isoleucine		0.5938		4552	PM2A	6/21/17
G10	L-Leucine		0.4673		4552	PM2A	6/21/17
G11	L-Lysine		0.3751		4552	PM2A	6/21/17
G12	L-Methionine		0.3498		4552	PM2A	6/21/17
H1	L-Ornithine		0.564		4552	PM2A	6/21/17
H2	Phenylalanine		0.4165		4552	PM2A	6/21/17
H3	L-Pyroglutamic Acid		0.495		4552	PM2A	6/21/17
H4	L-Valine		0.629		4552	PM2A	6/21/17
H5	"D,L-Carnitine"		0.4582		4552	PM2A	6/21/17
H6	Sec-Butylamine		0.535		4552	PM2A	6/21/17
H7	"D,L-Octopamine"		0.4423		4552	PM2A	6/21/17
H8	Putrescine		0.3394		4552	PM2A	6/21/17
H9	Dihydroxy Acetone		0.2673		4552	PM2A	6/21/17
H10	"2,3-Butanediol"		0.3594		4552	PM2A	6/21/17
H11	"2,3-Butanone"		0.2858		4552	PM2A	6/21/17
H12	3-Hydroxy 2-Butanone		0.3498		4552	PM2A	6/21/17
A1	Negative Control		0.27		WT	PM1	6/21/2017 2
A2	L-Arabinose		0.3257		WT	PM1	6/21/2017 2
A3	N-Acetyl-D-Glucosamine		0.2502		WT	PM1	6/21/2017 2
A4	D-Saccharic Acid		0.4672		WT	PM1	6/21/2017 2
A5	Succinic Acid		0.4637		WT	PM1	6/21/2017 2
A6	D-Galactose		0.3641		WT	PM1	6/21/2017 2
A7	L-Aspartic Acid		0.4113		WT	PM1	6/21/2017 2
A8	L-Proline		0.4041		WT	PM1	6/21/2017 2
A9	D-Alanine		0.3577		WT	PM1	6/21/2017 2
A10	D-Trehalose		0.3157		WT	PM1	6/21/2017 2
A11	D-Mannose		0.4039		WT	PM1	6/21/2017 2
A12	Dulcitol		0.3356		WT	PM1	6/21/2017 2
B1	D-Serine		0.2307		WT	PM1	6/21/2017 2
B2	D-Sorbitol		0.3031		WT	PM1	6/21/2017 2
B3	Glycerol		0.2586		WT	PM1	6/21/2017 2
B4	L-Fucose		0.327		WT	PM1	6/21/2017 2
B5	D-Glucuronic Acid		0.3276		WT	PM1	6/21/2017 2
B6	D-Gluconic Acid		0.5039		WT	PM1	6/21/2017 2
B7	"D,L-a-Glycerol-Phosphate"		0.3524		WT	PM1	6/21/2017 2
B8	D-Xylose		0.4209		WT	PM1	6/21/2017 2
B9	L-Lactic Acid		0.4544		WT	PM1	6/21/2017 2
B10	Formic Acid		0.3934		WT	PM1	6/21/2017 2
B11	D-Mannitol		0.4465		WT	PM1	6/21/2017 2
B12	L-Glutamic Acid		0.4861		WT	PM1	6/21/2017 2
C1	D-Glucose-6-Phosphate		0.307		WT	PM1	6/21/2017 2
C2	D-Galactonic Acid-g-Lactone		0.3814		WT	PM1	6/21/2017 2
C3	"D,L-Malic Acid"		0.4253		WT	PM1	6/21/2017 2
C4	D-Ribose		0.3625		WT	PM1	6/21/2017 2
C5	Tween 20		0.0235		WT	PM1	6/21/2017 2
C6	L-Rhamnose		0.2874		WT	PM1	6/21/2017 2
C7	D-Fructose		0.3659		WT	PM1	6/21/2017 2
C8	Acetic Acid		0.4273		WT	PM1	6/21/2017 2
C9	a-D-Glucose		0.4328		WT	PM1	6/21/2017 2
C10	Maltose		0.3233		WT	PM1	6/21/2017 2
C11	D-Melibiose		0.3621		WT	PM1	6/21/2017 2
C12	Thymidine		0.3486		WT	PM1	6/21/2017 2
D1	L-Asparagine		0.3793		WT	PM1	6/21/2017 2
D2	D-Aspartic Acid		0.2676		WT	PM1	6/21/2017 2
D3	D-Glucosaminic Acid		0.3874		WT	PM1	6/21/2017 2
D4	"1,2-Propanediol"		0.3042		WT	PM1	6/21/2017 2
D5	Tween 40		0.0223		WT	PM1	6/21/2017 2
D6	a-Keto-Glutaric Acid		0.4293		WT	PM1	6/21/2017 2
D7	a-Keto-Butyric Acid		0.4892		WT	PM1	6/21/2017 2
D8	a-Methyl-D-Galactoside		0.3424		WT	PM1	6/21/2017 2
D9	a-D-Lactose		0.3022		WT	PM1	6/21/2017 2
D10	Lactulose		0.3173		WT	PM1	6/21/2017 2
D11	Sucrose		0.3444		WT	PM1	6/21/2017 2
D12	Uridine		0.3072		WT	PM1	6/21/2017 2
E1	L-Glutamine		0.4179		WT	PM1	6/21/2017 2
E2	M-Tartaric Acid		0.5015		WT	PM1	6/21/2017 2
E3	D-Glucose-1-Phosphate		0.3231		WT	PM1	6/21/2017 2
E4	D-Fructose-6-Phosphate		0.329		WT	PM1	6/21/2017 2
E5	Tween 80		0.0187		WT	PM1	6/21/2017 2
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.3234		WT	PM1	6/21/2017 2
E7	a-Hydroxy Butyric Acid		0.4894		WT	PM1	6/21/2017 2
E8	b-Methyl-D-Glucoside		0.3595		WT	PM1	6/21/2017 2
E9	Adonitol		0.3375		WT	PM1	6/21/2017 2
E10	Maltotriose		0.3354		WT	PM1	6/21/2017 2
E11	2-Deoxy Adenosine		0.3038		WT	PM1	6/21/2017 2
E12	Adenosine		0.2789		WT	PM1	6/21/2017 2
F1	Glycil-L-Aspartic Acid		0.2667		WT	PM1	6/21/2017 2
F2	Citric Acid		0.5291		WT	PM1	6/21/2017 2
F3	M-Inositol		0.3083		WT	PM1	6/21/2017 2
F4	D-Threonine		0.3719		WT	PM1	6/21/2017 2
F5	Fumaric Acid		0.4114		WT	PM1	6/21/2017 2
F6	Bromo Succinic Acid		0.6137		WT	PM1	6/21/2017 2
F7	Propionic Acid		0.4161		WT	PM1	6/21/2017 2
F8	Mucic Acid		0.3843		WT	PM1	6/21/2017 2
F9	Glycolic Acid		0.3761		WT	PM1	6/21/2017 2
F10	Glyoxylic Acid		0.329		WT	PM1	6/21/2017 2
F11	D-Cellobiose		0.3269		WT	PM1	6/21/2017 2
F12	Inosine		0.3084		WT	PM1	6/21/2017 2
G1	Glycil-L-Glutamic Acid		0.2917		WT	PM1	6/21/2017 2
G2	Tricarballylic Acid		0.3805		WT	PM1	6/21/2017 2
G3	L-Serine		0.4717		WT	PM1	6/21/2017 2
G4	L-Threonine		0.3531		WT	PM1	6/21/2017 2
G5	L-Alanine		0.4199		WT	PM1	6/21/2017 2
G6	L-Alanyl-Glycine		0.4109		WT	PM1	6/21/2017 2
G7	Acetoacetic Acid		0.4111		WT	PM1	6/21/2017 2
G8	N-Acetyl-b-D-Mannosamine		0.3568		WT	PM1	6/21/2017 2
G9	Mono Methyl Succinate		0.4017		WT	PM1	6/21/2017 2
G10	Methyl Pyruvate		0.3434		WT	PM1	6/21/2017 2
G11	D-Malic Acid		0.4885		WT	PM1	6/21/2017 2
G12	L-Malic Acid		0.5013		WT	PM1	6/21/2017 2
H1	Glycil-L-Proline		0.2765		WT	PM1	6/21/2017 2
H2	p-Hydroxy Phenyl Acetic Acid		0.2411		WT	PM1	6/21/2017 2
H3	m-Hydroxy Phenyl Acetic Acid		0.2754		WT	PM1	6/21/2017 2
H4	Tyramine		0.4395		WT	PM1	6/21/2017 2
H5	D-Psicose		0.3226		WT	PM1	6/21/2017 2
H6	L-Lyxose		0.3326		WT	PM1	6/21/2017 2
H7	Glucuronamide		0.2834		WT	PM1	6/21/2017 2
H8	Pyruvic Acid		0.4408		WT	PM1	6/21/2017 2
H9	L-Galactonic Acid-g-Lactone		0.3773		WT	PM1	6/21/2017 2
H10	D-Galacturonic Acid		0.3475		WT	PM1	6/21/2017 2
H11	Phenylethyl-amine		0.3901		WT	PM1	6/21/2017 2
H12	2-Aminoethanol		0.384		WT	PM1	6/21/2017 2
A1	Negative Control		0.281		WT	PM2A	6/21/2017 2
A2	Chondroitin Sulfate C		0.3252		WT	PM2A	6/21/2017 2
A3	a-Cyclodextrin		0.5154		WT	PM2A	6/21/2017 2
A4	b-Cyclodextrin		0.4379		WT	PM2A	6/21/2017 2
A5	g-Cyclodextrin		0.3895		WT	PM2A	6/21/2017 2
A6	Dextrin		0.1411		WT	PM2A	6/21/2017 2
A7	Gelatin		0.3001		WT	PM2A	6/21/2017 2
A8	Glycogen		0.1963		WT	PM2A	6/21/2017 2
A9	Inulin		0.393		WT	PM2A	6/21/2017 2
A10	Laminarin		0.2841		WT	PM2A	6/21/2017 2
A11	Mannan		0.0721		WT	PM2A	6/21/2017 2
A12	Pectin		0.3334		WT	PM2A	6/21/2017 2
B1	N-Acetyl-D-Galactosamine		0.2929		WT	PM2A	6/21/2017 2
B2	N-Acetyl-Neuraminic Acid		0.3785		WT	PM2A	6/21/2017 2
B3	b-D-Allose		0.4014		WT	PM2A	6/21/2017 2
B4	Amygdalin		0.3441		WT	PM2A	6/21/2017 2
B5	D-Arabinose		0.3823		WT	PM2A	6/21/2017 2
B6	D-Arabitol		0.5185		WT	PM2A	6/21/2017 2
B7	L-Arabitol		0.3883		WT	PM2A	6/21/2017 2
B8	Arbutin		0.3904		WT	PM2A	6/21/2017 2
B9	2-Deoxy-D-Ribose		0.2972		WT	PM2A	6/21/2017 2
B10	I-Erythritol		0.3517		WT	PM2A	6/21/2017 2
B11	D-Fucose		0.3902		WT	PM2A	6/21/2017 2
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.262		WT	PM2A	6/21/2017 2
C1	Gentiobiose		0.3029		WT	PM2A	6/21/2017 2
C2	L-Glucose		0.3636		WT	PM2A	6/21/2017 2
C3	Lactitol		0.3781		WT	PM2A	6/21/2017 2
C4	D-Melezitose		0.3582		WT	PM2A	6/21/2017 2
C5	Maltitol		0.3684		WT	PM2A	6/21/2017 2
C6	a-Methyl-D-Glucoside		0.4012		WT	PM2A	6/21/2017 2
C7	b-Methyl-D-Gactoside		0.3847		WT	PM2A	6/21/2017 2
C8	3-Methyl-Glucose		0.3359		WT	PM2A	6/21/2017 2
C9	b-Methyl-D-Glucuronic Acid		0.3728		WT	PM2A	6/21/2017 2
C10	a-Methyl-D-Mannoside		0.3787		WT	PM2A	6/21/2017 2
C11	b-Methyl-D-Xyloside		0.41		WT	PM2A	6/21/2017 2
C12	Palatinose		0.3868		WT	PM2A	6/21/2017 2
D1	D-Raffinose		0.3038		WT	PM2A	6/21/2017 2
D2	Salicin		0.3194		WT	PM2A	6/21/2017 2
D3	Sedoheptulosa		0.3649		WT	PM2A	6/21/2017 2
D4	L-Sorbose		0.3426		WT	PM2A	6/21/2017 2
D5	Stachyose		0.3437		WT	PM2A	6/21/2017 2
D6	D-Tagatose		0.3755		WT	PM2A	6/21/2017 2
D7	Turanose		0.3973		WT	PM2A	6/21/2017 2
D8	Xylitol		0.4175		WT	PM2A	6/21/2017 2
D9	N-Acetyl-D-Glucosaminatol		0.3391		WT	PM2A	6/21/2017 2
D10	g-Amino Butyric Acid		0.4777		WT	PM2A	6/21/2017 2
D11	d-Amino Valeric Acid		0.3856		WT	PM2A	6/21/2017 2
D12	Butyric Acid		0.4582		WT	PM2A	6/21/2017 2
E1	Capric Acid		0.6684		WT	PM2A	6/21/2017 2
E2	Caproic Acid		0.3037		WT	PM2A	6/21/2017 2
E3	Citraconic Acid		0.5287		WT	PM2A	6/21/2017 2
E4	Citramalic Acid		0.5058		WT	PM2A	6/21/2017 2
E5	D-Glucosamine		0.3226		WT	PM2A	6/21/2017 2
E6	2-Hydroxy Benzoic Acid		1.4831		WT	PM2A	6/21/2017 2
E7	4-Hydroxy Benzoic Acid		0.4729		WT	PM2A	6/21/2017 2
E8	b-Hydroxy Butyric Acid		0.549		WT	PM2A	6/21/2017 2
E9	g-Hydroxy Butyric Acid		0.4093		WT	PM2A	6/21/2017 2
E10	a-Keto Valeric Acid		0.6624		WT	PM2A	6/21/2017 2
E11	Itaconic Acid		0.5088		WT	PM2A	6/21/2017 2
E12	5-Keto-D-Gluconic Acid		0.4089		WT	PM2A	6/21/2017 2
F1	D-Lactic Acid Methyl Ester		0.3125		WT	PM2A	6/21/2017 2
F2	Malonic Acid		0.4355		WT	PM2A	6/21/2017 2
F3	Melibionic Acid		0.2845		WT	PM2A	6/21/2017 2
F4	Oxalic Acid		0.3393		WT	PM2A	6/21/2017 2
