Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date	Biofilm Width	Bottom of well	Biofilm intensity	Biofilm/Growth	General Notes
C11	D-Melibiose		0.35		0190		7/19/2016					
C12	Thymidine		0.342		0190		7/19/2016					
D1	L-Asparagine		0.407		0190		7/19/2016					
D2	D-Aspartic Acid		0.27		0190		7/19/2016					
D3	D-Glucosaminic Acid		0.459		0190		7/19/2016					
D4	"1,2-Propanediol"		0.325		0190		7/19/2016					
D5	Tween 40		0.127		0190		7/19/2016					
D6	a-Keto-Glutaric Acid		0.48		0190		7/19/2016					
D7	a-Keto-Butyric Acid		0.512		0190		7/19/2016					
D8	a-Methyl-D-Galactoside		0.342		0190		7/19/2016					
D9	a-D-Lactose		0.32		0190		7/19/2016					
D10	Lactulose		0.351		0190		7/19/2016					
D11	Sucrose		0.329		0190		7/19/2016					
D12	Uridine		0.277		0190		7/19/2016					
E1	L-Glutamine		0.394		0190		7/19/2016					
E2	M-Tartaric Acid		0.586		0190		7/19/2016					
E3	D-Glucose-1-Phosphate		0.343		0190		7/19/2016					
E4	D-Fructose-6-Phosphate		0.335		0190		7/19/2016					
E5	Tween 80		0.018		0190		7/19/2016					
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.334		0190		7/19/2016					
E7	a-Hydroxy Butyric Acid		0.56		0190		7/19/2016					
E8	b-Methyl-D-Glucoside		0.37		0190		7/19/2016					
E9	Adonitol		0.381		0190		7/19/2016					
E10	Maltotriose		0.352		0190		7/19/2016					
E11	2-Deoxy Adenosine		0.301		0190		7/19/2016					
E12	Adenosine		0.232		0190		7/19/2016					
F1	Glycil-L-Aspartic Acid		0.379		0190		7/19/2016					
F2	Citric Acid		0.519		0190		7/19/2016					
F3	M-Inositol		0.349		0190		7/19/2016					
F4	D-Threonine		0.492		0190		7/19/2016					
F5	Fumaric Acid		0.374		0190		7/19/2016					
F6	Bromo Succinic Acid		0.334		0190		7/19/2016					
F7	Propionic Acid		0.537		0190		7/19/2016					
F8	Mucic Acid		0.269		0190		7/19/2016					
F9	Glycolic Acid		0.311		0190		7/19/2016					
F10	Glyoxylic Acid		0.54		0190		7/19/2016					
F11	D-Cellobiose		0.362		0190		7/19/2016					
F12	Inosine		0.256		0190		7/19/2016					
G1	Glycil-L-Glutamic Acid		0.36		0190		7/19/2016					
G2	Tricarballylic Acid		0.324		0190		7/19/2016					
G3	L-Serine		0.486		0190		7/19/2016					
G4	L-Threonine		0.535		0190		7/19/2016					
G5	L-Alanine		0.42		0190		7/19/2016					
G6	L-Alanyl-Glycine		0.293		0190		7/19/2016					
G7	Acetoacetic Acid		0.376		0190		7/19/2016					
G8	N-Acetyl-b-D-Mannosamine		0.345		0190		7/19/2016					
G9	Mono Methyl Succinate		0.369		0190		7/19/2016					
G10	Methyl Pyruvate		0.256		0190		7/19/2016					
G11	D-Malic Acid		0.47		0190		7/19/2016					
G12	L-Malic Acid		0.385		0190		7/19/2016					
H1	Glycil-L-Proline		0.315		0190		7/19/2016					
H2	p-Hydroxy Phenyl Acetic Acid		0.353		0190		7/19/2016					
H3	m-Hydroxy Phenyl Acetic Acid		0.35		0190		7/19/2016					
H4	Tyramine		0.458		0190		7/19/2016					
H5	D-Psicose		0.333		0190		7/19/2016					
H6	L-Lyxose		0.48		0190		7/19/2016					
H7	Glucuronamide		0.343		0190		7/19/2016					
H8	Pyruvic Acid		0.361		0190		7/19/2016					
H9	L-Galactonic Acid-g-Lactone		0.357		0190		7/19/2016					
H10	D-Galacturonic Acid		0.396		0190		7/19/2016					
H11	Phenylethyl-amine		0.481		0190		7/19/2016					
H12	2-Aminoethanol		0.483		0190		7/19/2016					
A1	Negative Control		0.39		0190		7/19/2016					
A2	Chondroitin Sulfate C		0.453		0190		7/19/2016					
A3	a-Cyclodextrin		0.556		0190		7/19/2016					
A4	b-Cyclodextrin		0.452		0190		7/19/2016					
A5	g-Cyclodextrin		0.365		0190		7/19/2016					
A6	Dextrin		0.162		0190		7/19/2016					
A7	Gelatin		0.322		0190		7/19/2016					
A8	Glycogen		0.232		0190		7/19/2016					
A9	Inulin		0.343		0190		7/19/2016					
A10	Laminarin		0.32		0190		7/19/2016					
A11	Mannan		0.174		0190		7/19/2016					
A12	Pectin		0.339		0190		7/19/2016					
B1	N-Acetyl-D-Galactosamine		0.406		0190		7/19/2016					
B2	N-Acetyl-Neuraminic Acid		0.414		0190		7/19/2016					
B3	b-D-Allose		0.499		0190		7/19/2016					
B4	Amygdalin		0.331		0190		7/19/2016					
B5	D-Arabinose		0.509		0190		7/19/2016					
B6	D-Arabitol		0.482		0190		7/19/2016					
B7	L-Arabitol		0.33		0190		7/19/2016					
B8	Arbutin		0.39		0190		7/19/2016					
B9	2-Deoxy-D-Ribose		0.379		0190		7/19/2016					
B10	I-Erythritol		0.395		0190		7/19/2016					
B11	D-Fucose		0.463		0190		7/19/2016					
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.274		0190		7/19/2016					
C1	Gentiobiose		0.421		0190		7/19/2016					
C2	L-Glucose		0.449		0190		7/19/2016					
C3	Lactitol		0.395		0190		7/19/2016					
C4	D-Melezitose		0.39		0190		7/19/2016					
C5	Maltitol		0.415		0190		7/19/2016					
C6	a-Methyl-D-Glucoside		0.412		0190		7/19/2016					
C7	b-Methyl-D-Gactoside		0.363		0190		7/19/2016					
C8	3-Methyl-Glucose		0.308		0190		7/19/2016					
C9	b-Methyl-D-Glucuronic Acid		0.38		0190		7/19/2016					
C10	a-Methyl-D-Mannoside		0.406		0190		7/19/2016					
C11	b-Methyl-D-Xyloside		0.441		0190		7/19/2016					
C12	Palatinose		0.408		0190		7/19/2016					
D1	D-Raffinose		0.403		0190		7/19/2016					
D2	Salicin		0.336		0190		7/19/2016					
D3	Sedoheptulosa		0.369		0190		7/19/2016					
D4	L-Sorbose		0.39		0190		7/19/2016					
D5	Stachyose		0.371		0190		7/19/2016					
D6	D-Tagatose		0.45		0190		7/19/2016					
D7	Turanose		0.344		0190		7/19/2016					
D8	Xylitol		0.393		0190		7/19/2016					
D9	N-Acetyl-D-Glucosaminatol		0.36		0190		7/19/2016					
D10	g-Amino Butyric Acid		0.437		0190		7/19/2016					
D11	d-Amino Valeric Acid		0.39		0190		7/19/2016					
D12	Butyric Acid		0.582		0190		7/19/2016					
E1	Capric Acid		0.327		0190		7/19/2016					
E2	Caproic Acid		0.391		0190		7/19/2016					
E3	Citraconic Acid		0.611		0190		7/19/2016					
E4	Citramalic Acid		0.452		0190		7/19/2016					
E5	D-Glucosamine		0.335		0190		7/19/2016					
E6	2-Hydroxy Benzoic Acid		0.531		0190		7/19/2016					
E7	4-Hydroxy Benzoic Acid		0.331		0190		7/19/2016					
E8	b-Hydroxy Butyric Acid		0.506		0190		7/19/2016					
E9	g-Hydroxy Butyric Acid		0.48		0190		7/19/2016					
E10	a-Keto Valeric Acid		0.535		0190		7/19/2016					
E11	Itaconic Acid		0.606		0190		7/19/2016					
E12	5-Keto-D-Gluconic Acid		0.426		0190		7/19/2016					
F1	D-Lactic Acid Methyl Ester		0.401		0190		7/19/2016					
F2	Malonic Acid		0.453		0190		7/19/2016					
F3	Melibionic Acid		0.214		0190		7/19/2016					
F4	Oxalic Acid		0.299		0190		7/19/2016					
F5	Oxalomalic Acid		0.31		0190		7/19/2016					
F6	Quinic Acid		0.403		0190		7/19/2016					
F7	"D-Ribono-1,4-Lactone"		0.348		0190		7/19/2016					
F8	Sebacic Acid		0.353		0190		7/19/2016					
F9	Sorbic Acid		0.448		0190		7/19/2016					
F10	Succinamic Acid		0.298		0190		7/19/2016					
F11	D-Tartaric Acid		0.596		0190		7/19/2016					
F12	L-Tartaric Acid		0.487		0190		7/19/2016					
G1	Acetamide		0.365		0190		7/19/2016					
G2	L-Alaninamide		0.345		0190		7/19/2016					
G3	N-Acetyl-L-Glutamic Acid		0.417		0190		7/19/2016					
G4	L-Arginine		0.589		0190		7/19/2016					
G5	Glycine		0.469		0190		7/19/2016					
G6	L-Histidine		0.487		0190		7/19/2016					
G7	L-Homoserine		0.22		0190		7/19/2016					
G8	Hydroxy-L-Proline		0.608		0190		7/19/2016					
G9	L-Isoleucine		0.59		0190		7/19/2016					
G10	L-Leucine		0.393		0190		7/19/2016					
G11	L-Lysine		0.595		0190		7/19/2016					
G12	L-Methionine		0.48		0190		7/19/2016					
H1	L-Ornithine		0.626		0190		7/19/2016					
H2	Phenylalanine		0.366		0190		7/19/2016					
H3	L-Pyroglutamic Acid		0.419		0190		7/19/2016					
H4	L-Valine		0.429		0190		7/19/2016					
H5	"D,L-Carnitine"		0.439		0190		7/19/2016					
H6	Sec-Butylamine		0.498		0190		7/19/2016					
H7	"D,L-Octopamine"		0.4		0190		7/19/2016					
H8	Putrescine		0.463		0190		7/19/2016					
H9	Dihydroxy Acetone		0.5		0190		7/19/2016					
H10	"2,3-Butanediol"		0.392		0190		7/19/2016					
H11	"2,3-Butanone"		0.325		0190		7/19/2016					
H12	3-Hydroxy 2-Butanone		0.419		0190		7/19/2016					
A1	Negative Control		0.286		gcbC		7/19/2016					
A2	L-Arabinose		0.387		gcbC		7/19/2016					
A3	N-Acetyl-D-Glucosamine		0.26		gcbC		7/19/2016					
A4	D-Saccharic Acid		0.325		gcbC		7/19/2016					
A5	Succinic Acid		0.346		gcbC		7/19/2016					
A6	D-Galactose		0.368		gcbC		7/19/2016					
A7	L-Aspartic Acid		0.431		gcbC		7/19/2016					
A8	L-Proline		0.284		gcbC		7/19/2016					
A9	D-Alanine		0.273		gcbC		7/19/2016					
A10	D-Trehalose		0.268		gcbC		7/19/2016					
A11	D-Mannose		0.408		gcbC		7/19/2016					
A12	Dulcitol		0.263		gcbC		7/19/2016					
B1	D-Serine		0.176		gcbC		7/19/2016					
B2	D-Sorbitol		0.293		gcbC		7/19/2016					
B3	Glycerol		0.278		gcbC		7/19/2016					
B4	L-Fucose		0.303		gcbC		7/19/2016					
B5	D-Glucuronic Acid		0.309		gcbC		7/19/2016					
B6	D-Gluconic Acid		0.418		gcbC		7/19/2016					
B7	"D,L-a-Glycerol-Phosphate"		0.245		gcbC		7/19/2016					
B8	D-Xylose		0.408		gcbC		7/19/2016					
B9	L-Lactic Acid		0.295		gcbC		7/19/2016					
B10	Formic Acid		0.341		gcbC		7/19/2016					
B11	D-Mannitol		0.453		gcbC		7/19/2016					
B12	L-Glutamic Acid		0.289		gcbC		7/19/2016					
C1	D-Glucose-6-Phosphate		0.315		gcbC		7/19/2016					
C2	D-Galactonic Acid-g-Lactone		0.356		gcbC		7/19/2016					
C3	"D,L-Malic Acid"		0.366		gcbC		7/19/2016					
C4	D-Ribose		0.347		gcbC		7/19/2016					
C5	Tween 20		0.029		gcbC		7/19/2016					
C6	L-Rhamnose		0.295		gcbC		7/19/2016					
C7	D-Fructose		0.31		gcbC		7/19/2016					
C8	Acetic Acid		0.334		gcbC		7/19/2016					
C9	a-D-Glucose		0.384		gcbC		7/19/2016					
C10	Maltose		0.283		gcbC		7/19/2016					
C11	D-Melibiose		0.283		gcbC		7/19/2016					
C12	Thymidine		0.278		gcbC		7/19/2016					
D1	L-Asparagine		0.342		gcbC		7/19/2016					
D2	D-Aspartic Acid		0.226		gcbC		7/19/2016					
D3	D-Glucosaminic Acid		0.345		gcbC		7/19/2016					
D4	"1,2-Propanediol"		0.265		gcbC		7/19/2016					
D5	Tween 40		0.132		gcbC		7/19/2016					
D6	a-Keto-Glutaric Acid		0.299		gcbC		7/19/2016					
D7	a-Keto-Butyric Acid		0.326		gcbC		7/19/2016					
D8	a-Methyl-D-Galactoside		0.285		gcbC		7/19/2016					
D9	a-D-Lactose		0.26		gcbC		7/19/2016					
D10	Lactulose		0.264		gcbC		7/19/2016					
D11	Sucrose		0.282		gcbC		7/19/2016					
D12	Uridine		0.23		gcbC		7/19/2016					
E1	L-Glutamine		0.284		gcbC		7/19/2016					
E2	M-Tartaric Acid		0.487		gcbC		7/19/2016					
E3	D-Glucose-1-Phosphate		0.302		gcbC		7/19/2016					
E4	D-Fructose-6-Phosphate		0.28		gcbC		7/19/2016					
E5	Tween 80		0.022		gcbC		7/19/2016					
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.281		gcbC		7/19/2016					
E7	a-Hydroxy Butyric Acid		0.441		gcbC		7/19/2016					
E8	b-Methyl-D-Glucoside		0.313		gcbC		7/19/2016					
E9	Adonitol		0.281		gcbC		7/19/2016					
E10	Maltotriose		0.291		gcbC		7/19/2016					
E11	2-Deoxy Adenosine		0.25		gcbC		7/19/2016					
E12	Adenosine		0.193		gcbC		7/19/2016					
F1	Glycil-L-Aspartic Acid		0.269		gcbC		7/19/2016					
F2	Citric Acid		0.439		gcbC		7/19/2016					
F3	M-Inositol		0.291		gcbC		7/19/2016					
F4	D-Threonine		0.383		gcbC		7/19/2016					
F5	Fumaric Acid		0.328		gcbC		7/19/2016					
F6	Bromo Succinic Acid		0.301		gcbC		7/19/2016					
F7	Propionic Acid		0.446		gcbC		7/19/2016					
F8	Mucic Acid		0.243		gcbC		7/19/2016					
F9	Glycolic Acid		0.272		gcbC		7/19/2016					
F10	Glyoxylic Acid		0.443		gcbC		7/19/2016					
F11	D-Cellobiose		0.287		gcbC		7/19/2016					
F12	Inosine		0.217		gcbC		7/19/2016					
G1	Glycil-L-Glutamic Acid		0.293		gcbC		7/19/2016					
G2	Tricarballylic Acid		0.289		gcbC		7/19/2016					
G3	L-Serine		0.375		gcbC		7/19/2016					
G4	L-Threonine		0.423		gcbC		7/19/2016					
G5	L-Alanine		0.319		gcbC		7/19/2016					
G6	L-Alanyl-Glycine		0.253		gcbC		7/19/2016					
G7	Acetoacetic Acid		0.288		gcbC		7/19/2016					
G8	N-Acetyl-b-D-Mannosamine		0.294		gcbC		7/19/2016					
G9	Mono Methyl Succinate		0.319		gcbC		7/19/2016					
G10	Methyl Pyruvate		0.249		gcbC		7/19/2016					
G11	D-Malic Acid		0.35		gcbC		7/19/2016					
G12	L-Malic Acid		0.279		gcbC		7/19/2016					
H1	Glycil-L-Proline		0.263		gcbC		7/19/2016					
H2	p-Hydroxy Phenyl Acetic Acid		0.291		gcbC		7/19/2016					
H3	m-Hydroxy Phenyl Acetic Acid		0.29		gcbC		7/19/2016					
H4	Tyramine		0.357		gcbC		7/19/2016					
H5	D-Psicose		0.312		gcbC		7/19/2016					
H6	L-Lyxose		0.318		gcbC		7/19/2016					
H7	Glucuronamide		0.317		gcbC		7/19/2016					
H8	Pyruvic Acid		0.289		gcbC		7/19/2016					
H9	L-Galactonic Acid-g-Lactone		0.255		gcbC		7/19/2016					
H10	D-Galacturonic Acid		0.284		gcbC		7/19/2016					
H11	Phenylethyl-amine		0.36		gcbC		7/19/2016					
H12	2-Aminoethanol		0.3		gcbC		7/19/2016					
A1	Negative Control		0.285		gcbC		7/19/2016					
A2	Chondroitin Sulfate C		0.334		gcbC		7/19/2016					
A3	a-Cyclodextrin		0.516		gcbC		7/19/2016					
A4	b-Cyclodextrin		0.479		gcbC		7/19/2016					
A5	g-Cyclodextrin		0.284		gcbC		7/19/2016					
A6	Dextrin		0.104		gcbC		7/19/2016					
A7	Gelatin		0.188		gcbC		7/19/2016					
A8	Glycogen		0.16		gcbC		7/19/2016					
A9	Inulin		0.269		gcbC		7/19/2016					
A10	Laminarin		0.239		gcbC		7/19/2016					
A11	Mannan		0.082		gcbC		7/19/2016					
A12	Pectin		0.265		gcbC		7/19/2016					
B1	N-Acetyl-D-Galactosamine		0.276		gcbC		7/19/2016					
B2	N-Acetyl-Neuraminic Acid		0.331		gcbC		7/19/2016					
B3	b-D-Allose		0.401		gcbC		7/19/2016					
B4	Amygdalin		0.265		gcbC		7/19/2016					
B5	D-Arabinose		0.402		gcbC		7/19/2016					
B6	D-Arabitol		0.4		gcbC		7/19/2016					
B7	L-Arabitol		0.291		gcbC		7/19/2016					
B8	Arbutin		0.326		gcbC		7/19/2016					
B9	2-Deoxy-D-Ribose		0.23		gcbC		7/19/2016					
B10	I-Erythritol		0.302		gcbC		7/19/2016					
B11	D-Fucose		0.357		gcbC		7/19/2016					
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.257		gcbC		7/19/2016					
C1	Gentiobiose		0.276		gcbC		7/19/2016					
C2	L-Glucose		0.315		gcbC		7/19/2016					
C3	Lactitol		0.285		gcbC		7/19/2016					
C4	D-Melezitose		0.286		gcbC		7/19/2016					
C5	Maltitol		0.271		gcbC		7/19/2016					
C6	a-Methyl-D-Glucoside		0.279		gcbC		7/19/2016					
C7	b-Methyl-D-Gactoside		0.274		gcbC		7/19/2016					
C8	3-Methyl-Glucose		0.297		gcbC		7/19/2016					
C9	b-Methyl-D-Glucuronic Acid		0.284		gcbC		7/19/2016					
C10	a-Methyl-D-Mannoside		0.311		gcbC		7/19/2016					
C11	b-Methyl-D-Xyloside		0.299		gcbC		7/19/2016					
C12	Palatinose		0.302		gcbC		7/19/2016					
D1	D-Raffinose		0.271		gcbC		7/19/2016					
D2	Salicin		0.251		gcbC		7/19/2016					
D3	Sedoheptulosa		0.288		gcbC		7/19/2016					
D4	L-Sorbose		0.307		gcbC		7/19/2016					
D5	Stachyose		0.282		gcbC		7/19/2016					
D6	D-Tagatose		0.332		gcbC		7/19/2016					
D7	Turanose		0.288		gcbC		7/19/2016					
D8	Xylitol		0.295		gcbC		7/19/2016					
D9	N-Acetyl-D-Glucosaminatol		0.279		gcbC		7/19/2016					
D10	g-Amino Butyric Acid		0.329		gcbC		7/19/2016					
D11	d-Amino Valeric Acid		0.268		gcbC		7/19/2016					
D12	Butyric Acid		0.427		gcbC		7/19/2016					
E1	Capric Acid		0.264		gcbC		7/19/2016					
E2	Caproic Acid		0.336		gcbC		7/19/2016					
E3	Citraconic Acid		0.582		gcbC		7/19/2016					
E4	Citramalic Acid		0.363		gcbC		7/19/2016					
E5	D-Glucosamine		0.293		gcbC		7/19/2016					
E6	2-Hydroxy Benzoic Acid		0.464		gcbC		7/19/2016					
E7	4-Hydroxy Benzoic Acid		0.271		gcbC		7/19/2016					
E8	b-Hydroxy Butyric Acid		0.362		gcbC		7/19/2016					
E9	g-Hydroxy Butyric Acid		0.308		gcbC		7/19/2016					
E10	a-Keto Valeric Acid		0.356		gcbC		7/19/2016					
E11	Itaconic Acid		0.506		gcbC		7/19/2016					
E12	5-Keto-D-Gluconic Acid		0.31		gcbC		7/19/2016					
F1	D-Lactic Acid Methyl Ester		0.297		gcbC		7/19/2016					
F2	Malonic Acid		0.319		gcbC		7/19/2016					
F3	Melibionic Acid		0.321		gcbC		7/19/2016					
F4	Oxalic Acid		0.286		gcbC		7/19/2016					
F5	Oxalomalic Acid		0.399		gcbC		7/19/2016					
F6	Quinic Acid		0.375		gcbC		7/19/2016					
F7	"D-Ribono-1,4-Lactone"		0.3		gcbC		7/19/2016					
F8	Sebacic Acid		0.292		gcbC		7/19/2016					
F9	Sorbic Acid		0.458		gcbC		7/19/2016					
F10	Succinamic Acid		0.262		gcbC		7/19/2016					
F11	D-Tartaric Acid		0.468		gcbC		7/19/2016					
F12	L-Tartaric Acid		0.336		gcbC		7/19/2016					
G1	Acetamide		0.322		gcbC		7/19/2016					
G2	L-Alaninamide		0.282		gcbC		7/19/2016					
G3	N-Acetyl-L-Glutamic Acid		0.363		gcbC		7/19/2016					
G4	L-Arginine		0.584		gcbC		7/19/2016					
G5	Glycine		0.435		gcbC		7/19/2016					
G6	L-Histidine		0.4		gcbC		7/19/2016					
G7	L-Homoserine		0.29		gcbC		7/19/2016					
G8	Hydroxy-L-Proline		0.417		gcbC		7/19/2016					
G9	L-Isoleucine		0.479		gcbC		7/19/2016					
G10	L-Leucine		0.295		gcbC		7/19/2016					
G11	L-Lysine		0.427		gcbC		7/19/2016					
G12	L-Methionine		0.384		gcbC		7/19/2016					
H1	L-Ornithine		0.512		gcbC		7/19/2016					
H2	Phenylalanine		0.281		gcbC		7/19/2016					
H3	L-Pyroglutamic Acid		0.344		gcbC		7/19/2016					
H4	L-Valine		0.337		gcbC		7/19/2016					
H5	"D,L-Carnitine"		0.326		gcbC		7/19/2016					
H6	Sec-Butylamine		0.369		gcbC		7/19/2016					
H7	"D,L-Octopamine"		0.298		gcbC		7/19/2016					
H8	Putrescine		0.375		gcbC		7/19/2016					
H9	Dihydroxy Acetone		0.303		gcbC		7/19/2016					
H10	"2,3-Butanediol"		0.297		gcbC		7/19/2016					
H11	"2,3-Butanone"		0.219		gcbC		7/19/2016					
H12	3-Hydroxy 2-Butanone		0.308		gcbC		7/19/2016					
A1	Negative Control		0.604		0460		7/19/2016					
A2	L-Arabinose		0.799		0460		7/19/2016					
A3	N-Acetyl-D-Glucosamine		0.416		0460		7/19/2016					
A4	D-Saccharic Acid		0.818		0460		7/19/2016					
A5	Succinic Acid		0.61		0460		7/19/2016					
A6	D-Galactose		0.715		0460		7/19/2016					
A7	L-Aspartic Acid		0.707		0460		7/19/2016					
A8	L-Proline		0.717		0460		7/19/2016					
A9	D-Alanine		0.675		0460		7/19/2016					
A10	D-Trehalose		0.589		0460		7/19/2016					
A11	D-Mannose		0.796		0460		7/19/2016					
A12	Dulcitol		0.579		0460		7/19/2016					
B1	D-Serine		0.756		0460		7/19/2016					
B2	D-Sorbitol		0.604		0460		7/19/2016					
B3	Glycerol		0.613		0460		7/19/2016					
B4	L-Fucose		0.616		0460		7/19/2016					
B5	D-Glucuronic Acid		0.604		0460		7/19/2016					
B6	D-Gluconic Acid		0.748		0460		7/19/2016					
B7	"D,L-a-Glycerol-Phosphate"		0.629		0460		7/19/2016					
B8	D-Xylose		0.879		0460		7/19/2016					
B9	L-Lactic Acid		0.666		0460		7/19/2016					
B10	Formic Acid		0.681		0460		7/19/2016					
B11	D-Mannitol		0.787		0460		7/19/2016					
B12	L-Glutamic Acid		0.703		0460		7/19/2016					
C1	D-Glucose-6-Phosphate		0.775		0460		7/19/2016					
C2	D-Galactonic Acid-g-Lactone		0.768		0460		7/19/2016					
C3	"D,L-Malic Acid"		0.645		0460		7/19/2016					
C4	D-Ribose		0.866		0460		7/19/2016					
C5	Tween 20		0.035		0460		7/19/2016					
C6	L-Rhamnose		0.667		0460		7/19/2016					
C7	D-Fructose		0.68		0460		7/19/2016					
C8	Acetic Acid		0.707		0460		7/19/2016					
C9	a-D-Glucose		0.778		0460		7/19/2016					
C10	Maltose		0.644		0460		7/19/2016					
C11	D-Melibiose		0.665		0460		7/19/2016					
C12	Thymidine		0.634		0460		7/19/2016					
D1	L-Asparagine		0.607		0460		7/19/2016					
D2	D-Aspartic Acid		0.568		0460		7/19/2016					
D3	D-Glucosaminic Acid		0.962		0460		7/19/2016					
D4	"1,2-Propanediol"		0.616		0460		7/19/2016					
D5	Tween 40		0.168		0460		7/19/2016					
D6	a-Keto-Glutaric Acid		0.789		0460		7/19/2016					
D7	a-Keto-Butyric Acid		0.663		0460		7/19/2016					
D8	a-Methyl-D-Galactoside		0.632		0460		7/19/2016					
D9	a-D-Lactose		0.601		0460		7/19/2016					
D10	Lactulose		0.644		0460		7/19/2016					
D11	Sucrose		0.629		0460		7/19/2016					
D12	Uridine		0.587		0460		7/19/2016					
E1	L-Glutamine		0.623		0460		7/19/2016					
E2	M-Tartaric Acid		0.794		0460		7/19/2016					
E3	D-Glucose-1-Phosphate		0.628		0460		7/19/2016					
E4	D-Fructose-6-Phosphate		0.587		0460		7/19/2016					
E5	Tween 80		0.025		0460		7/19/2016					
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.603		0460		7/19/2016					
E7	a-Hydroxy Butyric Acid		0.919		0460		7/19/2016					
E8	b-Methyl-D-Glucoside		0.646		0460		7/19/2016					
E9	Adonitol		0.63		0460		7/19/2016					
E10	Maltotriose		0.647		0460		7/19/2016					
E11	2-Deoxy Adenosine		0.549		0460		7/19/2016					
E12	Adenosine		0.542		0460		7/19/2016					
F1	Glycil-L-Aspartic Acid		0.58		0460		7/19/2016					
F2	Citric Acid		0.714		0460		7/19/2016					
F3	M-Inositol		0.582		0460		7/19/2016					
F4	D-Threonine		0.768		0460		7/19/2016					
F5	Fumaric Acid		0.609		0460		7/19/2016					
F6	Bromo Succinic Acid		0.646		0460		7/19/2016					
F7	Propionic Acid		0.801		0460		7/19/2016					
F8	Mucic Acid		0.56		0460		7/19/2016					
F9	Glycolic Acid		0.551		0460		7/19/2016					
F10	Glyoxylic Acid		0.714		0460		7/19/2016					
F11	D-Cellobiose		0.624		0460		7/19/2016					
F12	Inosine		0.51		0460		7/19/2016					
G1	Glycil-L-Glutamic Acid		0.557		0460		7/19/2016					
G2	Tricarballylic Acid		0.6		0460		7/19/2016					
G3	L-Serine		0.671		0460		7/19/2016					
G4	L-Threonine		0.729		0460		7/19/2016					
G5	L-Alanine		0.602		0460		7/19/2016					
G6	L-Alanyl-Glycine		0.431		0460		7/19/2016					
G7	Acetoacetic Acid		0.614		0460		7/19/2016					
G8	N-Acetyl-b-D-Mannosamine		0.574		0460		7/19/2016					
G9	Mono Methyl Succinate		0.665		0460		7/19/2016					
G10	Methyl Pyruvate		0.49		0460		7/19/2016					
G11	D-Malic Acid		0.697		0460		7/19/2016					
G12	L-Malic Acid		0.576		0460		7/19/2016					
H1	Glycil-L-Proline		0.489		0460		7/19/2016					
H2	p-Hydroxy Phenyl Acetic Acid		0.549		0460		7/19/2016					
H3	m-Hydroxy Phenyl Acetic Acid		0.553		0460		7/19/2016					
H4	Tyramine		0.754		0460		7/19/2016					
H5	D-Psicose		0.613		0460		7/19/2016					
H6	L-Lyxose		0.72		0460		7/19/2016					
H7	Glucuronamide		0.49		0460		7/19/2016					
H8	Pyruvic Acid		0.644		0460		7/19/2016					
H9	L-Galactonic Acid-g-Lactone		0.675		0460		7/19/2016					
H10	D-Galacturonic Acid		0.629		0460		7/19/2016					
H11	Phenylethyl-amine		0.713		0460		7/19/2016					
H12	2-Aminoethanol		0.644		0460		7/19/2016					
A1	Negative Control		0.652		0460		7/19/2016					
A2	Chondroitin Sulfate C		0.772		0460		7/19/2016					
A3	a-Cyclodextrin		0.764		0460		7/19/2016					
A4	b-Cyclodextrin		0.713		0460		7/19/2016					
A5	g-Cyclodextrin		0.638		0460		7/19/2016					
A6	Dextrin		0.448		0460		7/19/2016					
A7	Gelatin		0.686		0460		7/19/2016					
A8	Glycogen		0.514		0460		7/19/2016					
A9	Inulin		0.602		0460		7/19/2016					
A10	Laminarin		0.587		0460		7/19/2016					
A11	Mannan		0.53		0460		7/19/2016					
A12	Pectin		0.515		0460		7/19/2016					
B1	N-Acetyl-D-Galactosamine		0.674		0460		7/19/2016					
B2	N-Acetyl-Neuraminic Acid		0.741		0460		7/19/2016					
B3	b-D-Allose		0.745		0460		7/19/2016					
B4	Amygdalin		0.662		0460		7/19/2016					
B5	D-Arabinose		0.748		0460		7/19/2016					
B6	D-Arabitol		0.768		0460		7/19/2016					
B7	L-Arabitol		0.692		0460		7/19/2016					
B8	Arbutin		0.694		0460		7/19/2016					
B9	2-Deoxy-D-Ribose		0.578		0460		7/19/2016					
B10	I-Erythritol		0.649		0460		7/19/2016					
B11	D-Fucose		0.668		0460		7/19/2016					
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.482		0460		7/19/2016					
C1	Gentiobiose		0.689		0460		7/19/2016					
C2	L-Glucose		0.765		0460		7/19/2016					
C3	Lactitol		0.694		0460		7/19/2016					
C4	D-Melezitose		0.675		0460		7/19/2016					
C5	Maltitol		0.681		0460		7/19/2016					
C6	a-Methyl-D-Glucoside		0.657		0460		7/19/2016					
C7	b-Methyl-D-Gactoside		0.664		0460		7/19/2016					
C8	3-Methyl-Glucose		0.57		0460		7/19/2016					
C9	b-Methyl-D-Glucuronic Acid		0.624		0460		7/19/2016					
C10	a-Methyl-D-Mannoside		0.646		0460		7/19/2016					
