Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date
E8	b-Hydroxy Butyric Acid		0.638		4552	PM2A	5/3/17
E9	g-Hydroxy Butyric Acid		0.578		4552	PM2A	5/3/17
E10	a-Keto Valeric Acid		0.592		4552	PM2A	5/3/17
E11	Itaconic Acid		0.658		4552	PM2A	5/3/17
E12	5-Keto-D-Gluconic Acid		0.43		4552	PM2A	5/3/17
F1	D-Lactic Acid Methyl Ester		0.473		4552	PM2A	5/3/17
F2	Malonic Acid		0.642		4552	PM2A	5/3/17
F3	Melibionic Acid		0.391		4552	PM2A	5/3/17
F4	Oxalic Acid		0.584		4552	PM2A	5/3/17
F5	Oxalomalic Acid		0.774		4552	PM2A	5/3/17
F6	Quinic Acid		0.563		4552	PM2A	5/3/17
F7	"D-Ribono-1,4-Lactone"		0.557		4552	PM2A	5/3/17
F8	Sebacic Acid		0.576		4552	PM2A	5/3/17
F9	Sorbic Acid		0.279		4552	PM2A	5/3/17
F10	Succinamic Acid		0.568		4552	PM2A	5/3/17
F11	D-Tartaric Acid		0.736		4552	PM2A	5/3/17
F12	L-Tartaric Acid		0.567		4552	PM2A	5/3/17
G1	Acetamide		0.559		4552	PM2A	5/3/17
G2	L-Alaninamide		0.588		4552	PM2A	5/3/17
G3	N-Acetyl-L-Glutamic Acid		0.589		4552	PM2A	5/3/17
G4	L-Arginine		0.759		4552	PM2A	5/3/17
G5	Glycine		0.621		4552	PM2A	5/3/17
G6	L-Histidine		0.476		4552	PM2A	5/3/17
G7	L-Homoserine		0.322		4552	PM2A	5/3/17
G8	Hydroxy-L-Proline		0.734		4552	PM2A	5/3/17
G9	L-Isoleucine		0.707		4552	PM2A	5/3/17
G10	L-Leucine		0.58		4552	PM2A	5/3/17
G11	L-Lysine		0.596		4552	PM2A	5/3/17
G12	L-Methionine		0.52		4552	PM2A	5/3/17
H1	L-Ornithine		0.715		4552	PM2A	5/3/17
H2	Phenylalanine		0.481		4552	PM2A	5/3/17
H3	L-Pyroglutamic Acid		0.59		4552	PM2A	5/3/17
H4	L-Valine		0.614		4552	PM2A	5/3/17
H5	"D,L-Carnitine"		0.576		4552	PM2A	5/3/17
H6	Sec-Butylamine		0.588		4552	PM2A	5/3/17
H7	"D,L-Octopamine"		0.486		4552	PM2A	5/3/17
H8	Putrescine		0.572		4552	PM2A	5/3/17
H9	Dihydroxy Acetone		0.43		4552	PM2A	5/3/17
H10	"2,3-Butanediol"		0.527		4552	PM2A	5/3/17
H11	"2,3-Butanone"		0.38		4552	PM2A	5/3/17
H12	3-Hydroxy 2-Butanone		0.429		4552	PM2A	5/3/17
